name,state,fips,status,nad27_zone,nad27_epsg,nad27_fz,nad83_zone,nad83_epsg,nad83_fz,utm
Stoddard County,MO,29207,current,MISSOURI EAST,26796,2401,MISSOURI EAST,26996,2401,16
Stone County,MO,29209,current,MISSOURI CENTRAL,26797,2402,MISSOURI CENTRAL,26997,2402,15
Sullivan County,MO,29211,current,MISSOURI CENTRAL,26797,2402,MISSOURI CENTRAL,26997,2402,15
Taney County,MO,29213,current,MISSOURI CENTRAL,26797,2402,MISSOURI CENTRAL,26997,2402,15
Texas County,MO,29215,current,MISSOURI CENTRAL,26797,2402,MISSOURI CENTRAL,26997,2402,15
Vernon County,MO,29217,current,MISSOURI WEST,26798,2403,MISSOURI WEST,26998,2403,15
Warren County,MO,29219,current,MISSOURI EAST,26796,2401,MISSOURI EAST,26996,2401,15
Washington County,MO,29221,current,MISSOURI EAST,26796,2401,MISSOURI EAST,26996,2401,15
Wayne County,MO,29223,current,MISSOURI EAST,26796,2401,MISSOURI EAST,26996,2401,15
Webster County,MO,29225,current,MISSOURI CENTRAL,26797,2402,MISSOURI CENTRAL,26997,2402,15
Worth County,MO,29227,current,MISSOURI WEST,26798,2403,MISSOURI WEST,26998,2403,15
Wright County,MO,29229,current,MISSOURI CENTRAL,26797,2402,MISSOURI CENTRAL,26997,2402,15
St Louis city,MO,29510,current,MISSOURI EAST,26796,2401,MISSOURI EAST,26996,2401,15
Beaverhead County,MT,30001,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Big Horn County,MT,30003,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,13
Blaine County,MT,30005,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,12
Broadwater County,MT,30007,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Carbon County,MT,30009,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Carter County,MT,30011,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,13
Cascade County,MT,30013,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,12
Chouteau County,MT,30015,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,12
Custer County,MT,30017,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,13
Daniels County,MT,30019,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,13
Dawson County,MT,30021,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,13
Deer Lodge County,MT,30023,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Fallon County,MT,30025,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,13
Fergus County,MT,30027,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,12
Flathead County,MT,30029,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,11
Gallatin County,MT,30031,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Garfield County,MT,30033,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,13
Glacier County,MT,30035,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,12
Golden Valley County,MT,30037,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Granite County,MT,30039,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Hill County,MT,30041,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,12
Jefferson County,MT,30043,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Judith Basin County,MT,30045,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,12
Lake County,MT,30047,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,11
Lewis and Clark County,MT,30049,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,12
Liberty County,MT,30051,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,12
Lincoln County,MT,30053,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,11
McCone County,MT,30055,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,13
Madison County,MT,30057,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Meagher County,MT,30059,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,12
Mineral County,MT,30061,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,11
Missoula County,MT,30063,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,12
Musselshell County,MT,30065,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Park County,MT,30067,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Petroleum County,MT,30069,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,12
Phillips County,MT,30071,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,13
Pondera County,MT,30073,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,12
Powder River County,MT,30075,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,13
Powell County,MT,30077,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,12
Prairie County,MT,30079,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,13
Ravalli County,MT,30081,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,11
Richland County,MT,30083,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,13
Roosevelt County,MT,30085,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,13
Rosebud County,MT,30087,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,13
Sanders County,MT,30089,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,11
Sheridan County,MT,30091,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,13
Silver Bow County,MT,30093,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Stillwater County,MT,30095,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Sweet Grass County,MT,30097,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Teton County,MT,30099,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,12
Toole County,MT,30101,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,12
Treasure County,MT,30103,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,13
Valley County,MT,30105,current,MONTANA NORTH (NAD27),32001,2501,MONTANA,32100,2500,13
Wheatland County,MT,30107,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Wibaux County,MT,30109,current,MONTANA CENTRAL (NAD27),32002,2502,MONTANA,32100,2500,13
Yellowstone County,MT,30111,current,MONTANA SOUTH (NAD27),32003,2503,MONTANA,32100,2500,12
Adams County,NE,31001,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Antelope County,NE,31003,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Arthur County,NE,31005,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Banner County,NE,31007,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,13
Blaine County,NE,31009,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Boone County,NE,31011,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Box Butte County,NE,31013,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,13
Boyd County,NE,31015,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Brown County,NE,31017,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Buffalo County,NE,31019,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Burt County,NE,31021,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Butler County,NE,31023,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Cass County,NE,31025,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Cedar County,NE,31027,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Chase County,NE,31029,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Cherry County,NE,31031,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Cheyenne County,NE,31033,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,13
Clay County,NE,31035,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Colfax County,NE,31037,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Cuming County,NE,31039,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Custer County,NE,31041,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Dakota County,NE,31043,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Dawes County,NE,31045,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,13
Dawson County,NE,31047,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Deuel County,NE,31049,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,13
Dixon County,NE,31051,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Dodge County,NE,31053,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Douglas County,NE,31055,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Dundy County,NE,31057,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Fillmore County,NE,31059,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Franklin County,NE,31061,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Frontier County,NE,31063,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Furnas County,NE,31065,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Gage County,NE,31067,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Garden County,NE,31069,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,13
Garfield County,NE,31071,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Gosper County,NE,31073,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Grant County,NE,31075,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Greeley County,NE,31077,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Hall County,NE,31079,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Hamilton County,NE,31081,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Harlan County,NE,31083,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Hayes County,NE,31085,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Hitchcock County,NE,31087,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Holt County,NE,31089,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Hooker County,NE,31091,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Howard County,NE,31093,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Jefferson County,NE,31095,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Johnson County,NE,31097,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Kearney County,NE,31099,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Keith County,NE,31101,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Keya Paha County,NE,31103,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Kimball County,NE,31105,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,13
Knox County,NE,31107,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Lancaster County,NE,31109,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Lincoln County,NE,31111,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Logan County,NE,31113,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Loup County,NE,31115,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
McPherson County,NE,31117,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Madison County,NE,31119,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Merrick County,NE,31121,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Morrill County,NE,31123,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,13
Nance County,NE,31125,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Nemaha County,NE,31127,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,15
Nuckolls County,NE,31129,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Otoe County,NE,31131,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Pawnee County,NE,31133,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Perkins County,NE,31135,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Phelps County,NE,31137,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Pierce County,NE,31139,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Platte County,NE,31141,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Polk County,NE,31143,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Red Willow County,NE,31145,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Richardson County,NE,31147,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,15
Rock County,NE,31149,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Saline County,NE,31151,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Sarpy County,NE,31153,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Saunders County,NE,31155,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Scotts Bluff County,NE,31157,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,13
Seward County,NE,31159,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Sheridan County,NE,31161,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,13
Sherman County,NE,31163,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Sioux County,NE,31165,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,13
Stanton County,NE,31167,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Thayer County,NE,31169,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Thomas County,NE,31171,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Thurston County,NE,31173,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Valley County,NE,31175,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Washington County,NE,31177,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Wayne County,NE,31179,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
Webster County,NE,31181,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Wheeler County,NE,31183,current,NEBRASKA NORTH (NAD27),32005,2601,NEBRASKA,32104,2600,14
York County,NE,31185,current,NEBRASKA SOUTH (NAD27),32006,2602,NEBRASKA,32104,2600,14
Churchill County,NV,32001,current,NEVADA WEST,32009,2703,NEVADA WEST,32109,2703,11
Clark County,NV,32003,current,NEVADA EAST,32007,2701,NEVADA EAST,32107,2701,11
Douglas County,NV,32005,current,NEVADA WEST,32009,2703,NEVADA WEST,32109,2703,11
Elko County,NV,32007,current,NEVADA EAST,32007,2701,NEVADA EAST,32107,2701,11
Esmeralda County,NV,32009,current,NEVADA WEST,32009,2703,NEVADA WEST,32109,2703,11
Eureka County,NV,32011,current,NEVADA EAST,32007,2701,NEVADA EAST,32107,2701,11
Humboldt County,NV,32013,current,NEVADA WEST,32009,2703,NEVADA WEST,32109,2703,11
Lander County,NV,32015,current,NEVADA CENTRAL,32008,2702,NEVADA CENTRAL,32108,2702,11
Lincoln County,NV,32017,current,NEVADA EAST,32007,2701,NEVADA EAST,32107,2701,11
Lyon County,NV,32019,current,NEVADA WEST,32009,2703,NEVADA WEST,32109,2703,11
Mineral County,NV,32021,current,NEVADA WEST,32009,2703,NEVADA WEST,32109,2703,11
Nye County,NV,32023,current,NEVADA CENTRAL,32008,2702,NEVADA CENTRAL,32108,2702,11
Pershing County,NV,32027,current,NEVADA WEST,32009,2703,NEVADA WEST,32109,2703,11
Storey County,NV,32029,current,NEVADA WEST,32009,2703,NEVADA WEST,32109,2703,11
Washoe County,NV,32031,current,NEVADA WEST,32009,2703,NEVADA WEST,32109,2703,11
White Pine County,NV,32033,current,NEVADA EAST,32007,2701,NEVADA EAST,32107,2701,11
Carson City,NV,32510,current,NEVADA WEST,32009,2703,NEVADA WEST,32109,2703,11
Belknap County,NH,33001,current,NEW HAMPSHIRE,32010,2800,NEW HAMPSHIRE,32110,2800,19
Carroll County,NH,33003,current,NEW HAMPSHIRE,32010,2800,NEW HAMPSHIRE,32110,2800,19
Cheshire County,NH,33005,current,NEW HAMPSHIRE,32010,2800,NEW HAMPSHIRE,32110,2800,18
Coos County,NH,33007,current,NEW HAMPSHIRE,32010,2800,NEW HAMPSHIRE,32110,2800,19
Grafton County,NH,33009,current,NEW HAMPSHIRE,32010,2800,NEW HAMPSHIRE,32110,2800,19
Hillsborough County,NH,33011,current,NEW HAMPSHIRE,32010,2800,NEW HAMPSHIRE,32110,2800,19
Merrimack County,NH,33013,current,NEW HAMPSHIRE,32010,2800,NEW HAMPSHIRE,32110,2800,19
Rockingham County,NH,33015,current,NEW HAMPSHIRE,32010,2800,NEW HAMPSHIRE,32110,2800,19
Strafford County,NH,33017,current,NEW HAMPSHIRE,32010,2800,NEW HAMPSHIRE,32110,2800,19
Sullivan County,NH,33019,current,NEW HAMPSHIRE,32010,2800,NEW HAMPSHIRE,32110,2800,18
Atlantic County,NJ,34001,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Bergen County,NJ,34003,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Burlington County,NJ,34005,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Camden County,NJ,34007,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Cape May County,NJ,34009,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Cumberland County,NJ,34011,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Essex County,NJ,34013,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Gloucester County,NJ,34015,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Hudson County,NJ,34017,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Hunterdon County,NJ,34019,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Mercer County,NJ,34021,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Middlesex County,NJ,34023,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Monmouth County,NJ,34025,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Morris County,NJ,34027,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Ocean County,NJ,34029,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Passaic County,NJ,34031,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Salem County,NJ,34033,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Somerset County,NJ,34035,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Sussex County,NJ,34037,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Union County,NJ,34039,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Warren County,NJ,34041,current,NEW JERSEY,32011,2900,NEW JERSEY,32111,2900,18
Bernalillo County,NM,35001,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Catron County,NM,35003,current,NEW MEXICO WEST,32014,3003,NEW MEXICO WEST,32114,3003,12
Chaves County,NM,35005,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Cibola County,NM,35006,current,NEW MEXICO WEST,32014,3003,NEW MEXICO WEST,32114,3003,13
Colfax County,NM,35007,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Curry County,NM,35009,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
De Baca County,NM,35011,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Dona Ana County,NM,35013,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Eddy County,NM,35015,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Grant County,NM,35017,current,NEW MEXICO WEST,32014,3003,NEW MEXICO WEST,32114,3003,12
Guadalupe County,NM,35019,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Harding County,NM,35021,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Hidalgo County,NM,35023,current,NEW MEXICO WEST,32014,3003,NEW MEXICO WEST,32114,3003,12
Lea County,NM,35025,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Lincoln County,NM,35027,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Los Alamos County,NM,35028,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Luna County,NM,35029,current,NEW MEXICO WEST,32014,3003,NEW MEXICO WEST,32114,3003,13
McKinley County,NM,35031,current,NEW MEXICO WEST,32014,3003,NEW MEXICO WEST,32114,3003,12
Mora County,NM,35033,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Otero County,NM,35035,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Quay County,NM,35037,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Rio Arriba County,NM,35039,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Roosevelt County,NM,35041,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Sandoval County,NM,35043,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
San Juan County,NM,35045,current,NEW MEXICO WEST,32014,3003,NEW MEXICO WEST,32114,3003,12
San Miguel County,NM,35047,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Santa Fe County,NM,35049,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Sierra County,NM,35051,current,NEW MEXICO WEST,32014,3003,NEW MEXICO WEST,32114,3003,13
Socorro County,NM,35053,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Taos County,NM,35055,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Torrance County,NM,35057,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Union County,NM,35059,current,NEW MEXICO EAST,32012,3001,NEW MEXICO EAST,32112,3001,13
Valencia County,NM,35061,current,NEW MEXICO CENTRAL,32013,3002,NEW MEXICO CENTRAL,32113,3002,13
Albany County,NY,36001,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Allegany County,NY,36003,current,NEW YORK WEST,32017,3103,NEW YORK WEST,32117,3103,17
Bronx County,NY,36005,current,NEW YORK LONG ISLAND,32018,3104,NEW YORK LONG ISLAND,32118,3104,18
Broome County,NY,36007,current,NEW YORK CENTRAL,32016,3102,NEW YORK CENTRAL,32116,3102,18
Cattaraugus County,NY,36009,current,NEW YORK WEST,32017,3103,NEW YORK WEST,32117,3103,17
Cayuga County,NY,36011,current,NEW YORK CENTRAL,32016,3102,NEW YORK CENTRAL,32116,3102,18
Chautauqua County,NY,36013,current,NEW YORK WEST,32017,3103,NEW YORK WEST,32117,3103,17
Chemung County,NY,36015,current,NEW YORK CENTRAL,32016,3102,NEW YORK CENTRAL,32116,3102,18
Chenango County,NY,36017,current,NEW YORK CENTRAL,32016,3102,NEW YORK CENTRAL,32116,3102,18
Clinton County,NY,36019,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Columbia County,NY,36021,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Cortland County,NY,36023,current,NEW YORK CENTRAL,32016,3102,NEW YORK CENTRAL,32116,3102,18
Delaware County,NY,36025,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Dutchess County,NY,36027,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Erie County,NY,36029,current,NEW YORK WEST,32017,3103,NEW YORK WEST,32117,3103,17
Essex County,NY,36031,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Franklin County,NY,36033,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Fulton County,NY,36035,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Genesee County,NY,36037,current,NEW YORK WEST,32017,3103,NEW YORK WEST,32117,3103,17
Greene County,NY,36039,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Hamilton County,NY,36041,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Herkimer County,NY,36043,current,NEW YORK EAST,32015,3101,NEW YORK EAST,32115,3101,18
Jefferson County,NY,36045,current,NEW YORK CENTRAL,32016,3102,NEW YORK CENTRAL,32116,3102,18
Kings County,NY,36047,current,NEW YORK LONG ISLAND,32018,3104,NEW YORK LONG ISLAND,32118,3104,18
Lewis County,NY,36049,current,NEW YORK CENTRAL,32016,3102,NEW YORK CENTRAL,32116,3102,18
Livingston County,NY,36051,current,NEW YORK WEST,32017,3103,NEW YORK WEST,32117,3103,18
