name,state,fips,status,nad27_zone,nad27_epsg,nad27_fz,nad83_zone,nad83_epsg,nad83_fz,utm
Autauga County,AL,01001,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Baldwin County,AL,01003,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Barbour County,AL,01005,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Bibb County,AL,01007,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Blount County,AL,01009,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Bullock County,AL,01011,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Butler County,AL,01013,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Calhoun County,AL,01015,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Chambers County,AL,01017,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Cherokee County,AL,01019,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Chilton County,AL,01021,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Choctaw County,AL,01023,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Clarke County,AL,01025,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Clay County,AL,01027,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Cleburne County,AL,01029,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Coffee County,AL,01031,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Colbert County,AL,01033,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Conecuh County,AL,01035,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Coosa County,AL,01037,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Covington County,AL,01039,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Crenshaw County,AL,01041,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Cullman County,AL,01043,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Dale County,AL,01045,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Dallas County,AL,01047,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
DeKalb County,AL,01049,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Elmore County,AL,01051,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Escambia County,AL,01053,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Etowah County,AL,01055,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Fayette County,AL,01057,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Franklin County,AL,01059,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Geneva County,AL,01061,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Greene County,AL,01063,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Hale County,AL,01065,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Henry County,AL,01067,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Houston County,AL,01069,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Jackson County,AL,01071,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Jefferson County,AL,01073,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Lamar County,AL,01075,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Lauderdale County,AL,01077,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Lawrence County,AL,01079,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Lee County,AL,01081,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Limestone County,AL,01083,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Lowndes County,AL,01085,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Macon County,AL,01087,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Madison County,AL,01089,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Marengo County,AL,01091,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Marion County,AL,01093,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Marshall County,AL,01095,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Mobile County,AL,01097,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Monroe County,AL,01099,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Montgomery County,AL,01101,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Morgan County,AL,01103,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Perry County,AL,01105,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Pickens County,AL,01107,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Pike County,AL,01109,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Randolph County,AL,01111,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Russell County,AL,01113,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
St Clair County,AL,01115,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Shelby County,AL,01117,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Sumter County,AL,01119,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Talladega County,AL,01121,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Tallapoosa County,AL,01123,current,ALABAMA EAST,26729,0101,ALABAMA EAST,26929,0101,16
Tuscaloosa County,AL,01125,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Walker County,AL,01127,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Washington County,AL,01129,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Wilcox County,AL,01131,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Winston County,AL,01133,current,ALABAMA WEST,26730,0102,ALABAMA WEST,26930,0102,16
Aleutians East Borough,AK,02013,current,ALASKA 10,26740,5010,ALASKA 10,26940,5010,4
Aleutians West Census Area,AK,02016,current,ALASKA 10,26740,5010,ALASKA 10,26940,5010,1
Anchorage Municipality,AK,02020,current,ALASKA 4,26734,5004,ALASKA 4,26934,5004,6
Bethel Census Area,AK,02050,current,ALASKA 7,26737,5007,ALASKA 7,26937,5007,4
Bristol Bay Borough,AK,02060,current,ALASKA 6,26736,5006,ALASKA 6,26936,5006,4
Denali Borough,AK,02068,current,ALASKA 4,26734,5004,ALASKA 4,26934,5004,6
Dillingham Census Area,AK,02070,current,ALASKA 6,26736,5006,ALASKA 6,26936,5006,4
Fairbanks North Star Borough,AK,02090,current,ALASKA 3,26733,5003,ALASKA 3,26933,5003,6
Haines Borough,AK,02100,current,ALASKA 1,26731,5001,ALASKA 1,26931,5001,8
Hoonah-Angoon Census Area,AK,02105,current,ALASKA 1,26731,5001,ALASKA 1,26931,5001,8
Juneau City and Borough,AK,02110,current,ALASKA 1,26731,5001,ALASKA 1,26931,5001,8
Kenai Peninsula Borough,AK,02122,current,ALASKA 4,26734,5004,ALASKA 4,26934,5004,5
Ketchikan Gateway Borough,AK,02130,current,ALASKA 1,26731,5001,ALASKA 1,26931,5001,9
Kodiak Island Borough,AK,02150,current,ALASKA 5,26735,5005,ALASKA 5,26935,5005,5
Lake and Peninsula Borough,AK,02164,current,ALASKA 6,26736,5006,ALASKA 6,26936,5006,4
Matanuska-Susitna Borough,AK,02170,current,ALASKA 4,26734,5004,ALASKA 4,26934,5004,6
Nome Census Area,AK,02180,current,ALASKA 8,26738,5008,ALASKA 8,26938,5008,3
North Slope Borough,AK,02185,current,ALASKA 5,26735,5005,ALASKA 5,26935,5005,5
Northwest Arctic Borough,AK,02188,current,ALASKA 6,26736,5006,ALASKA 6,26936,5006,4
Petersburg Borough,AK,02195,current,ALASKA 1,26731,5001,ALASKA 1,26931,5001,9
Prince of Wales-Hyder Census Area,AK,02198,current,ALASKA 1,26731,5001,ALASKA 1,26931,5001,9
Sitka City and Borough,AK,02220,current,ALASKA 1,26731,5001,ALASKA 1,26931,5001,8
Skagway Municipality,AK,02230,current,ALASKA 1,26731,5001,ALASKA 1,26931,5001,8
Southeast Fairbanks Census Area,AK,02240,current,ALASKA 2,26732,5002,ALASKA 2,26932,5002,7
Valdez-Cordova Census Area,AK,02261,current,ALASKA 3,26733,5003,ALASKA 3,26933,5003,6
Wade Hampton Census Area,AK,02270,current,ALASKA 7,26737,5007,ALASKA 7,26937,5007,3
Wrangell City and Borough,AK,02275,current,ALASKA 1,26731,5001,ALASKA 1,26931,5001,8
Yakutat City and Borough,AK,02282,current,ALASKA 1,26731,5001,ALASKA 1,26931,5001,7
Yukon-Koyukuk Census Area,AK,02290,current,ALASKA 4,26734,5004,ALASKA 4,26934,5004,5
Apache County,AZ,04001,current,ARIZONA EAST,26748,0201,ARIZONA EAST,26948,0201,12
Cochise County,AZ,04003,current,ARIZONA EAST,26748,0201,ARIZONA EAST,26948,0201,12
Coconino County,AZ,04005,current,ARIZONA CENTRAL,26749,0202,ARIZONA CENTRAL,26949,0202,12
Gila County,AZ,04007,current,ARIZONA EAST,26748,0201,ARIZONA EAST,26948,0201,12
Graham County,AZ,04009,current,ARIZONA EAST,26748,0201,ARIZONA EAST,26948,0201,12
Greenlee County,AZ,04011,current,ARIZONA EAST,26748,0201,ARIZONA EAST,26948,0201,12
La Paz County,AZ,04012,current,ARIZONA WEST,26750,0203,ARIZONA WEST,26950,0203,12
Maricopa County,AZ,04013,current,ARIZONA CENTRAL,26749,0202,ARIZONA CENTRAL,26949,0202,12
Mohave County,AZ,04015,current,ARIZONA WEST,26750,0203,ARIZONA WEST,26950,0203,12
Navajo County,AZ,04017,current,ARIZONA EAST,26748,0201,ARIZONA EAST,26948,0201,12
Pima County,AZ,04019,current,ARIZONA CENTRAL,26749,0202,ARIZONA CENTRAL,26949,0202,12
Pinal County,AZ,04021,current,ARIZONA CENTRAL,26749,0202,ARIZONA CENTRAL,26949,0202,12
Santa Cruz County,AZ,04023,current,ARIZONA CENTRAL,26749,0202,ARIZONA CENTRAL,26949,0202,12
Yavapai County,AZ,04025,current,ARIZONA CENTRAL,26749,0202,ARIZONA CENTRAL,26949,0202,12
Yuma County,AZ,04027,current,ARIZONA WEST,26750,0203,ARIZONA WEST,26950,0203,12
Arkansas County,AR,05001,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Ashley County,AR,05003,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Baxter County,AR,05005,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Benton County,AR,05007,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Boone County,AR,05009,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Bradley County,AR,05011,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Calhoun County,AR,05013,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Carroll County,AR,05015,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Chicot County,AR,05017,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Clark County,AR,05019,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Clay County,AR,05021,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Cleburne County,AR,05023,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Cleveland County,AR,05025,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Columbia County,AR,05027,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Conway County,AR,05029,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Craighead County,AR,05031,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Crawford County,AR,05033,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Crittenden County,AR,05035,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Cross County,AR,05037,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Dallas County,AR,05039,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Desha County,AR,05041,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Drew County,AR,05043,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Faulkner County,AR,05045,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Franklin County,AR,05047,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Fulton County,AR,05049,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Garland County,AR,05051,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Grant County,AR,05053,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Greene County,AR,05055,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Hempstead County,AR,05057,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Hot Spring County,AR,05059,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Howard County,AR,05061,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Independence County,AR,05063,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Izard County,AR,05065,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Jackson County,AR,05067,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Jefferson County,AR,05069,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Johnson County,AR,05071,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Lafayette County,AR,05073,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Lawrence County,AR,05075,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Lee County,AR,05077,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Lincoln County,AR,05079,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Little River County,AR,05081,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Logan County,AR,05083,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Lonoke County,AR,05085,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Madison County,AR,05087,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Marion County,AR,05089,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Miller County,AR,05091,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Mississippi County,AR,05093,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Monroe County,AR,05095,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Montgomery County,AR,05097,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Nevada County,AR,05099,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Newton County,AR,05101,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Ouachita County,AR,05103,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Perry County,AR,05105,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Phillips County,AR,05107,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Pike County,AR,05109,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Poinsett County,AR,05111,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Polk County,AR,05113,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Pope County,AR,05115,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Prairie County,AR,05117,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Pulaski County,AR,05119,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Randolph County,AR,05121,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
St Francis County,AR,05123,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Saline County,AR,05125,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Scott County,AR,05127,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Searcy County,AR,05129,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Sebastian County,AR,05131,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Sevier County,AR,05133,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Sharp County,AR,05135,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Stone County,AR,05137,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Union County,AR,05139,current,ARKANSAS SOUTH,26752,0302,ARKANSAS SOUTH,26952,0302,15
Van Buren County,AR,05141,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Washington County,AR,05143,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
White County,AR,05145,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Woodruff County,AR,05147,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Yell County,AR,05149,current,ARKANSAS NORTH,26751,0301,ARKANSAS NORTH,26951,0301,15
Alameda County,CA,06001,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
Alpine County,CA,06003,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,11
Amador County,CA,06005,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Butte County,CA,06007,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Calaveras County,CA,06009,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
Colusa County,CA,06011,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Contra Costa County,CA,06013,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
Del Norte County,CA,06015,current,CALIFORNIA I,26741,0401,CALIFORNIA I,26941,0401,10
El Dorado County,CA,06017,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Fresno County,CA,06019,current,CALIFORNIA IV,26744,0404,CALIFORNIA IV,26944,0404,11
Glenn County,CA,06021,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Humboldt County,CA,06023,current,CALIFORNIA I,26741,0401,CALIFORNIA I,26941,0401,10
Imperial County,CA,06025,current,CALIFORNIA VI,26746,0406,CALIFORNIA VI,26946,0406,11
Inyo County,CA,06027,current,CALIFORNIA IV,26744,0404,CALIFORNIA IV,26944,0404,11
Kern County,CA,06029,current,CALIFORNIA V,26745,0405,CALIFORNIA V,26945,0405,11
Kings County,CA,06031,current,CALIFORNIA IV,26744,0404,CALIFORNIA IV,26944,0404,11
Lake County,CA,06033,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Lassen County,CA,06035,current,CALIFORNIA I,26741,0401,CALIFORNIA I,26941,0401,10
Los Angeles County,CA,06037,current,CALIFORNIA VII,26799,0407,CALIFORNIA V,26945,0405,11
Madera County,CA,06039,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,11
Marin County,CA,06041,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
Mariposa County,CA,06043,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,11
Mendocino County,CA,06045,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Merced County,CA,06047,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
Modoc County,CA,06049,current,CALIFORNIA I,26741,0401,CALIFORNIA I,26941,0401,10
Mono County,CA,06051,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,11
Monterey County,CA,06053,current,CALIFORNIA IV,26744,0404,CALIFORNIA IV,26944,0404,10
Napa County,CA,06055,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Nevada County,CA,06057,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Orange County,CA,06059,current,CALIFORNIA VI,26746,0406,CALIFORNIA VI,26946,0406,11
Placer County,CA,06061,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Plumas County,CA,06063,current,CALIFORNIA I,26741,0401,CALIFORNIA I,26941,0401,10
Riverside County,CA,06065,current,CALIFORNIA VI,26746,0406,CALIFORNIA VI,26946,0406,11
Sacramento County,CA,06067,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
San Benito County,CA,06069,current,CALIFORNIA IV,26744,0404,CALIFORNIA IV,26944,0404,10
San Bernardino County,CA,06071,current,CALIFORNIA V,26745,0405,CALIFORNIA V,26945,0405,11
San Diego County,CA,06073,current,CALIFORNIA VI,26746,0406,CALIFORNIA VI,26946,0406,11
San Francisco County,CA,06075,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
San Joaquin County,CA,06077,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
San Luis Obispo County,CA,06079,current,CALIFORNIA V,26745,0405,CALIFORNIA V,26945,0405,10
San Mateo County,CA,06081,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
Santa Barbara County,CA,06083,current,CALIFORNIA V,26745,0405,CALIFORNIA V,26945,0405,10
Santa Clara County,CA,06085,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
Santa Cruz County,CA,06087,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
Shasta County,CA,06089,current,CALIFORNIA I,26741,0401,CALIFORNIA I,26941,0401,10
Sierra County,CA,06091,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Siskiyou County,CA,06093,current,CALIFORNIA I,26741,0401,CALIFORNIA I,26941,0401,10
Solano County,CA,06095,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Sonoma County,CA,06097,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Stanislaus County,CA,06099,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,10
Sutter County,CA,06101,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Tehama County,CA,06103,current,CALIFORNIA I,26741,0401,CALIFORNIA I,26941,0401,10
Trinity County,CA,06105,current,CALIFORNIA I,26741,0401,CALIFORNIA I,26941,0401,10
Tulare County,CA,06107,current,CALIFORNIA IV,26744,0404,CALIFORNIA IV,26944,0404,11
Tuolumne County,CA,06109,current,CALIFORNIA III,26743,0403,CALIFORNIA III,26943,0403,11
Ventura County,CA,06111,current,CALIFORNIA V,26745,0405,CALIFORNIA V,26945,0405,11
Yolo County,CA,06113,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Yuba County,CA,06115,current,CALIFORNIA II,26742,0402,CALIFORNIA II,26942,0402,10
Adams County,CO,08001,current,COLORADO NORTH,26753,0501,COLORADO NORTH,26953,0501,13
Alamosa County,CO,08003,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Arapahoe County,CO,08005,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Archuleta County,CO,08007,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Baca County,CO,08009,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Bent County,CO,08011,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Boulder County,CO,08013,current,COLORADO NORTH,26753,0501,COLORADO NORTH,26953,0501,13
Broomfield County,CO,08014,current,COLORADO NORTH,26753,0501,COLORADO NORTH,26953,0501,13
Chaffee County,CO,08015,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Cheyenne County,CO,08017,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Clear Creek County,CO,08019,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Conejos County,CO,08021,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Costilla County,CO,08023,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Crowley County,CO,08025,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Custer County,CO,08027,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Delta County,CO,08029,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Denver County,CO,08031,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Dolores County,CO,08033,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,12
Douglas County,CO,08035,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Eagle County,CO,08037,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Elbert County,CO,08039,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
El Paso County,CO,08041,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Fremont County,CO,08043,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Garfield County,CO,08045,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Gilpin County,CO,08047,current,COLORADO NORTH,26753,0501,COLORADO NORTH,26953,0501,13
Grand County,CO,08049,current,COLORADO NORTH,26753,0501,COLORADO NORTH,26953,0501,13
Gunnison County,CO,08051,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Hinsdale County,CO,08053,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Huerfano County,CO,08055,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Jackson County,CO,08057,current,COLORADO NORTH,26753,0501,COLORADO NORTH,26953,0501,13
Jefferson County,CO,08059,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Kiowa County,CO,08061,current,COLORADO SOUTH,26755,0503,COLORADO SOUTH,26955,0503,13
Kit Carson County,CO,08063,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
Lake County,CO,08065,current,COLORADO CENTRAL,26754,0502,COLORADO CENTRAL,26954,0502,13
